Base de datos Antoine del Perry's Chemical Engineers Handbook
Vapour pressures of substances: 
(A) Ps = exp(C1+C2./T+C3.*lnT+C4.*T.^C5)./1000 kPa T in Kelvin         (B)   
TABLE 2-8    Vapor Pressure of Inorganic and Organic Liquids, ln P = C1 + C2/T + C3 ln T + C4 T C5, P in Pa
No.   Name                          Formula      C1        C2         C3          C4        C5    Tmin, K  Tmax, K
 319  Tetradecane                   C14H30     140.47   -13231     -16.859     6.5877E-06    2    279.01   693      A
 320  Tetrahydrofuran               C4H8O      54.898   -5305.4    -4.7627     1.4291E-17    6    164.65   540.15   A
 321  1,2,3,4-Tetrahydronaphthalene C10H12     137.23   -10620     -17.908     1.4506E-02    1    237.38   720      A
 322  Tetrahydrothiophene           C4H8S      75.881   -6910.6    -7.9499     4.4315E-06    2    176.99   631.95   A
 323  2,2,3,3-Tetramethylbutane     C8H18      57.963   -5901.5    -5.2048     9.1301E-18    6    373.96   568      A
 324  Thiophene                     C4H4S      93.193   -7001.5    -10.738     8.2308E-06    2    234.94   579.35   A
 325  Toluene                       C7H8       76.945   -6729.8    -8.179      5.3017E-06    2    178.18   591.75   A
 326  1,1,2-Trichloroethane         C2H3Cl3    54.153   -6041.8    -4.5383     4.9833E-18    6    236.5    602      A
 327  Tridecane                     C13H28     137.45   -12549     -16.543     7.1275E-06    2    267.76   675      A
 328  Triethylamine                 C6H15N     56.55    -5681.9    -4.9815     1.2363E-17    6    158.45   535.15   A
 329  Trimethylamine                C3H9N      134.68   -6055.8    -19.415     2.8619E-02    1    156.08   433.25   A
 330  1,2,3-Trimethylbenzene        C9H12      78.341   -8019.8    -8.1458     3.8971E-06    2    247.79   664.5    A
 331  1,2,4-Trimethylbenzene        C9H12      85.301   -8215.9    -9.2166     4.7979E-06    2    229.33   649.1    A
 332  2,2,4-Trimethylpentane        C8H18      84.912   -6722.2    -9.5157     7.2244E-06    2    165.78   543.8    A
 333  2,3,3-Trimethylpentane        C8H18      83.105   -6903.7    -9.1858     6.4703E-06    2    172.22   573.5    A
 334  1,3,5-Trinitrobenzene         C6H3N3O6   506.33   -37483     -69.22      2.7381E-05    2    398.4    846      A
 335  2,4,6-Trinitrotoluene         C7H5N3O6   302      -24324     -40.13      1.7403E-05    2    354      828      A
 336  Undecane                      C11H24     131      -11143     -15.855     8.1871E-06    2    247.57   639      A
 337  1-Undecanol                   C11H24O    182.571  -17112     -22.125     1.12835E-17   6    288.45   703.9    A
 338  Vinylacetate                  C4H6O2     57.406   -5702.8    -5.0307     1.1042E-17    6    180.35   519.13   A
 339  Vinylacetylene                C4H4       55.682   -4439.3    -5.0136     1.9650E-17    6    173.15   454      A
 340  Vinylchloride                 C2H3Cl     91.432   -5141.7    -10.981     1.4318E-05    2    119.36   432      A
 341  Vinyltrichlorosilane          C2H3Cl3Si  54.571   -5561.5    -4.712      1.0702E-17    6    178.35   543.15   A
 342  Water                         H2O        73.649   -7258.2    -7.3037     4.1653E-06    2    273.16   647.096  A
 343  m-Xylene                      C8H10      85.099   -7615.9    -9.3072     5.5643E-06    2    225.3    617      A
 344  o-Xylene                      C8H10      90.405   -7955.2    -10.086     5.9594E-06    2    247.98   630.3    A
 345  p-Xylene                      C8H10      88.72    -7741.2    -9.8693     6.0770E-06    2    286.41   616.2    A
